C_in,C_pos,kernel_in,kernel_pos,n,accuracy_in,accuracy_pos
2.0,2.0,linear,sigmoid,17,0.6808510638297872,0.35772357723577236
2.0,2.0,linear,poly,7,0.900709219858156,0.1
2.0,2.0,linear,poly,12,0.723404255319149,0.20652173913043478
2.0,2.0,linear,poly,17,0.6879432624113475,0.19718309859154928
2.0,2.0,rbf,linear,7,0.8829787234042553,0.3888888888888889
2.0,2.0,rbf,linear,12,0.7659574468085106,0.4268292682926829
2.0,2.0,rbf,linear,17,0.6914893617021277,0.39705882352941174
2.0,2.0,rbf,rbf,7,0.875886524822695,0.4666666666666667
2.0,2.0,rbf,rbf,12,0.6843971631205674,0.41836734693877553
2.0,2.0,rbf,rbf,17,0.7695035460992907,0.3111111111111111
2.0,2.0,rbf,sigmoid,7,0.851063829787234,0.5
2.0,2.0,rbf,sigmoid,12,0.7446808510638298,0.4318181818181818
2.0,2.0,rbf,sigmoid,17,0.7375886524822695,0.3712121212121212
2.0,2.0,rbf,poly,7,0.8368794326241135,0.30612244897959184
2.0,2.0,rbf,poly,12,0.7163120567375887,0.2631578947368421
2.0,2.0,rbf,poly,17,0.723404255319149,0.2153846153846154
2.0,2.0,sigmoid,linear,7,0.8049645390070922,0.5087719298245614
2.0,2.0,sigmoid,linear,12,0.7375886524822695,0.3787878787878788
2.0,2.0,sigmoid,linear,17,0.7163120567375887,0.359375
2.0,2.0,sigmoid,rbf,7,0.8439716312056738,0.4772727272727273
2.0,2.0,sigmoid,rbf,12,0.6843971631205674,0.4065934065934066
2.0,2.0,sigmoid,rbf,17,0.75177304964539,0.4666666666666667
2.0,2.0,sigmoid,sigmoid,7,0.8156028368794326,0.4807692307692308
2.0,2.0,sigmoid,sigmoid,12,0.723404255319149,0.29069767441860467
2.0,2.0,sigmoid,sigmoid,17,0.7056737588652482,0.4351145038167939
2.0,2.0,sigmoid,poly,7,0.8546099290780141,0.36585365853658536
2.0,2.0,sigmoid,poly,12,0.7198581560283688,0.2268041237113402
2.0,2.0,sigmoid,poly,17,0.723404255319149,0.17886178861788618
2.0,2.0,poly,linear,7,0.8687943262411347,0.43243243243243246
2.0,2.0,poly,linear,12,0.7659574468085106,0.375
2.0,2.0,poly,linear,17,0.7163120567375887,0.36879432624113473
2.0,2.0,poly,rbf,7,0.8368794326241135,0.391304347826087
2.0,2.0,poly,rbf,12,0.7695035460992907,0.44285714285714284
2.0,2.0,poly,rbf,17,0.7127659574468085,0.43609022556390975
2.0,2.0,poly,sigmoid,7,0.8794326241134752,0.35294117647058826
2.0,2.0,poly,sigmoid,12,0.6985815602836879,0.4090909090909091
2.0,2.0,poly,sigmoid,17,0.723404255319149,0.2558139534883721
2.0,2.0,poly,poly,7,0.8191489361702128,0.32
2.0,2.0,poly,poly,12,0.7446808510638298,0.17721518987341772
2.0,2.0,poly,poly,17,0.7127659574468085,0.15328467153284672
