,C,Kernel,p,q,Accuracy,False negative rate,False positive rate
346,5.0,sigmoid,7,6,0.7659574468085106,0.20454545454545456,0.2940340909090909
347,5.0,sigmoid,7,8,0.8085106382978723,0.1825284090909091,0.3203125
348,5.0,sigmoid,9,2,0.8297872340425532,0.1747159090909091,0.3181818181818182
349,5.0,sigmoid,9,4,0.7943262411347518,0.1875,0.28764204545454547
350,5.0,sigmoid,9,6,0.8120567375886525,0.18892045454545456,0.26136363636363635
351,5.0,sigmoid,9,8,0.8333333333333334,0.1640625,0.31605113636363635
352,5.0,sigmoid,11,2,0.851063829787234,0.15767045454545456,0.3359375
353,5.0,sigmoid,11,4,0.8404255319148937,0.1484375,0.3430397727272727
354,5.0,sigmoid,11,6,0.8191489361702128,0.16761363636363635,0.31889204545454547
355,5.0,sigmoid,11,8,0.875886524822695,0.15056818181818182,0.3600852272727273
356,5.0,sigmoid,13,2,0.8581560283687943,0.1512784090909091,0.3125
357,5.0,sigmoid,13,4,0.8687943262411347,0.140625,0.3515625
358,5.0,sigmoid,13,6,0.8687943262411347,0.15056818181818182,0.32670454545454547
359,5.0,sigmoid,13,8,0.8404255319148937,0.14772727272727273,0.3174715909090909
360,5.0,poly,3,2,0.7943262411347518,0.14417613636363635,0.20880681818181818
361,5.0,poly,3,4,0.8226950354609929,0.1377840909090909,0.2059659090909091
362,5.0,poly,3,6,0.8439716312056738,0.11008522727272728,0.2471590909090909
363,5.0,poly,3,8,0.8475177304964538,0.10440340909090909,0.2684659090909091
364,5.0,poly,5,2,0.8049645390070922,0.10795454545454546,0.23295454545454544
365,5.0,poly,5,4,0.7907801418439716,0.13849431818181818,0.20454545454545456
366,5.0,poly,5,6,0.8049645390070922,0.13920454545454544,0.17045454545454544
367,5.0,poly,5,8,0.8617021276595744,0.13068181818181818,0.20454545454545456
368,5.0,poly,7,2,0.8652482269503546,0.11789772727272728,0.25426136363636365
369,5.0,poly,7,4,0.8262411347517731,0.13920454545454544,0.18039772727272727
370,5.0,poly,7,6,0.8191489361702128,0.1356534090909091,0.1903409090909091
371,5.0,poly,7,8,0.8368794326241135,0.1512784090909091,0.1924715909090909
372,5.0,poly,9,2,0.8794326241134752,0.12926136363636365,0.1825284090909091
373,5.0,poly,9,4,0.8262411347517731,0.14133522727272727,0.17258522727272727
374,5.0,poly,9,6,0.8262411347517731,0.10511363636363637,0.2521306818181818
375,5.0,poly,9,8,0.8262411347517731,0.11931818181818182,0.2215909090909091
376,5.0,poly,11,2,0.8439716312056738,0.12002840909090909,0.19673295454545456
377,5.0,poly,11,4,0.7978723404255319,0.11008522727272728,0.23579545454545456
378,5.0,poly,11,6,0.8475177304964538,0.13920454545454544,0.18536931818181818
379,5.0,poly,11,8,0.8439716312056738,0.10298295454545454,0.24005681818181818
380,5.0,poly,13,2,0.8794326241134752,0.08167613636363637,0.3053977272727273
381,5.0,poly,13,4,0.8829787234042553,0.09517045454545454,0.3132102272727273
382,5.0,poly,13,6,0.8865248226950354,0.08238636363636363,0.3288352272727273
383,5.0,poly,13,8,0.8546099290780141,0.09161931818181818,0.27769886363636365
