,C,Kernel,p,q,Accuracy,False negative rate,False positive rate
144,1.0,sigmoid,3,2,0.8120567375886525,0.18323863636363635,0.2315340909090909
145,1.0,sigmoid,3,4,0.8439716312056738,0.15411931818181818,0.23366477272727273
146,1.0,sigmoid,3,6,0.8439716312056738,0.1768465909090909,0.24005681818181818
147,1.0,sigmoid,3,8,0.8439716312056738,0.15838068181818182,0.2947443181818182
148,1.0,sigmoid,5,2,0.7978723404255319,0.15980113636363635,0.2705965909090909
149,1.0,sigmoid,5,4,0.8085106382978723,0.16832386363636365,0.23792613636363635
150,1.0,sigmoid,5,6,0.8120567375886525,0.18181818181818182,0.20951704545454544
151,1.0,sigmoid,5,8,0.8652482269503546,0.1534090909090909,0.26207386363636365
152,1.0,sigmoid,7,2,0.8262411347517731,0.16477272727272727,0.24289772727272727
153,1.0,sigmoid,7,4,0.8191489361702128,0.14275568181818182,0.23295454545454544
154,1.0,sigmoid,7,6,0.8546099290780141,0.14417613636363635,0.2741477272727273
155,1.0,sigmoid,7,8,0.8404255319148937,0.13991477272727273,0.2734375
156,1.0,sigmoid,9,2,0.8723404255319149,0.13352272727272727,0.26917613636363635
157,1.0,sigmoid,9,4,0.8723404255319149,0.14204545454545456,0.24005681818181818
158,1.0,sigmoid,9,6,0.8333333333333334,0.1455965909090909,0.2649147727272727
159,1.0,sigmoid,9,8,0.8262411347517731,0.15767045454545456,0.3075284090909091
160,1.0,sigmoid,11,2,0.8404255319148937,0.12642045454545456,0.3196022727272727
161,1.0,sigmoid,11,4,0.8829787234042553,0.1356534090909091,0.30326704545454547
162,1.0,sigmoid,11,6,0.8617021276595744,0.1377840909090909,0.24431818181818182
163,1.0,sigmoid,11,8,0.8581560283687943,0.12855113636363635,0.28764204545454547
164,1.0,sigmoid,13,2,0.9148936170212766,0.12571022727272727,0.30894886363636365
165,1.0,sigmoid,13,4,0.8723404255319149,0.12073863636363637,0.34517045454545453
166,1.0,sigmoid,13,6,0.8687943262411347,0.12855113636363635,0.3444602272727273
167,1.0,sigmoid,13,8,0.8439716312056738,0.1171875,0.3494318181818182
168,1.0,poly,3,2,0.8085106382978723,0.13849431818181818,0.18181818181818182
169,1.0,poly,3,4,0.8262411347517731,0.1455965909090909,0.1512784090909091
170,1.0,poly,3,6,0.8156028368794326,0.13707386363636365,0.16832386363636365
171,1.0,poly,3,8,0.8404255319148937,0.12571022727272727,0.203125
172,1.0,poly,5,2,0.8049645390070922,0.14204545454545456,0.1640625
173,1.0,poly,5,4,0.8475177304964538,0.10724431818181818,0.2002840909090909
174,1.0,poly,5,6,0.8297872340425532,0.10511363636363637,0.2002840909090909
175,1.0,poly,5,8,0.8297872340425532,0.1377840909090909,0.1690340909090909
176,1.0,poly,7,2,0.8723404255319149,0.13636363636363635,0.1534090909090909
177,1.0,poly,7,4,0.7872340425531915,0.16051136363636365,0.15553977272727273
178,1.0,poly,7,6,0.851063829787234,0.11505681818181818,0.18394886363636365
179,1.0,poly,7,8,0.8226950354609929,0.1512784090909091,0.14985795454545456
180,1.0,poly,9,2,0.8404255319148937,0.12642045454545456,0.22230113636363635
181,1.0,poly,9,4,0.8297872340425532,0.1484375,0.17613636363636365
182,1.0,poly,9,6,0.8794326241134752,0.11150568181818182,0.21875
183,1.0,poly,9,8,0.8333333333333334,0.11150568181818182,0.21946022727272727
184,1.0,poly,11,2,0.8475177304964538,0.13494318181818182,0.1768465909090909
185,1.0,poly,11,4,0.8723404255319149,0.125,0.21306818181818182
186,1.0,poly,11,6,0.8404255319148937,0.13352272727272727,0.20383522727272727
187,1.0,poly,11,8,0.8687943262411347,0.13423295454545456,0.2059659090909091
188,1.0,poly,13,2,0.8226950354609929,0.13494318181818182,0.2265625
189,1.0,poly,13,4,0.8439716312056738,0.11079545454545454,0.27201704545454547
190,1.0,poly,13,6,0.875886524822695,0.10795454545454546,0.24857954545454544
191,1.0,poly,13,8,0.8617021276595744,0.08948863636363637,0.2684659090909091
192,2.0,linear,3,2,0.8156028368794326,0.1669034090909091,0.234375
193,2.0,linear,3,4,0.8333333333333334,0.16264204545454544,0.22585227272727273
194,2.0,linear,3,6,0.7730496453900709,0.1747159090909091,0.26207386363636365
195,2.0,linear,3,8,0.8333333333333334,0.14133522727272727,0.23011363636363635
196,2.0,linear,5,2,0.8085106382978723,0.17613636363636365,0.21519886363636365
197,2.0,linear,5,4,0.7730496453900709,0.15198863636363635,0.2883522727272727
198,2.0,linear,5,6,0.8049645390070922,0.16548295454545456,0.2784090909090909
199,2.0,linear,5,8,0.7695035460992907,0.13991477272727273,0.2833806818181818
200,2.0,linear,7,2,0.7907801418439716,0.14417613636363635,0.2684659090909091
201,2.0,linear,7,4,0.7907801418439716,0.14417613636363635,0.2649147727272727
202,2.0,linear,7,6,0.8156028368794326,0.13494318181818182,0.25923295454545453
203,2.0,linear,7,8,0.7978723404255319,0.14985795454545456,0.28551136363636365
204,2.0,linear,9,2,0.8475177304964538,0.12357954545454546,0.3096590909090909
205,2.0,linear,9,4,0.8439716312056738,0.13068181818181818,0.2911931818181818
206,2.0,linear,9,6,0.8333333333333334,0.11789772727272728,0.29829545454545453
207,2.0,linear,9,8,0.7943262411347518,0.13849431818181818,0.2975852272727273
208,2.0,linear,11,2,0.8226950354609929,0.109375,0.3643465909090909
209,2.0,linear,11,4,0.8156028368794326,0.1171875,0.3416193181818182
210,2.0,linear,11,6,0.7695035460992907,0.11789772727272728,0.3458806818181818
211,2.0,linear,11,8,0.7446808510638298,0.13210227272727273,0.3565340909090909
212,2.0,linear,13,2,0.8333333333333334,0.11292613636363637,0.359375
213,2.0,linear,13,4,0.8120567375886525,0.10227272727272728,0.3913352272727273
214,2.0,linear,13,6,0.8226950354609929,0.10866477272727272,0.35511363636363635
215,2.0,linear,13,8,0.8191489361702128,0.11150568181818182,0.35795454545454547
216,2.0,rbf,3,2,0.8368794326241135,0.10440340909090909,0.24005681818181818
217,2.0,rbf,3,4,0.8014184397163121,0.11008522727272728,0.22443181818181818
218,2.0,rbf,3,6,0.8191489361702128,0.09446022727272728,0.265625
219,2.0,rbf,3,8,0.8333333333333334,0.10724431818181818,0.22727272727272727
220,2.0,rbf,5,2,0.8156028368794326,0.12713068181818182,0.19744318181818182
221,2.0,rbf,5,4,0.8617021276595744,0.08451704545454546,0.2450284090909091
222,2.0,rbf,5,6,0.8226950354609929,0.09446022727272728,0.22301136363636365
223,2.0,rbf,5,8,0.8581560283687943,0.09801136363636363,0.2215909090909091
224,2.0,rbf,7,2,0.8156028368794326,0.11505681818181818,0.1981534090909091
225,2.0,rbf,7,4,0.8085106382978723,0.08522727272727272,0.234375
226,2.0,rbf,7,6,0.8475177304964538,0.10795454545454546,0.21803977272727273
227,2.0,rbf,7,8,0.8297872340425532,0.09588068181818182,0.22443181818181818
228,2.0,rbf,9,2,0.8475177304964538,0.08806818181818182,0.2372159090909091
229,2.0,rbf,9,4,0.8652482269503546,0.10085227272727272,0.25
230,2.0,rbf,9,6,0.851063829787234,0.07599431818181818,0.2869318181818182
231,2.0,rbf,9,8,0.8687943262411347,0.08877840909090909,0.28125
232,2.0,rbf,11,2,0.851063829787234,0.08096590909090909,0.2833806818181818
233,2.0,rbf,11,4,0.8723404255319149,0.07599431818181818,0.3075284090909091
234,2.0,rbf,11,6,0.8687943262411347,0.06818181818181818,0.2705965909090909
235,2.0,rbf,11,8,0.8687943262411347,0.08948863636363637,0.24431818181818182
236,2.0,rbf,13,2,0.8936170212765957,0.06321022727272728,0.3671875
237,2.0,rbf,13,4,0.8900709219858156,0.078125,0.2975852272727273
238,2.0,rbf,13,6,0.875886524822695,0.07883522727272728,0.30326704545454547
239,2.0,rbf,13,8,0.8652482269503546,0.08025568181818182,0.30113636363636365
240,2.0,sigmoid,3,2,0.7943262411347518,0.1747159090909091,0.3274147727272727
241,2.0,sigmoid,3,4,0.8297872340425532,0.1640625,0.2521306818181818
242,2.0,sigmoid,3,6,0.8368794326241135,0.171875,0.2677556818181818
243,2.0,sigmoid,3,8,0.8049645390070922,0.14772727272727273,0.3338068181818182
244,2.0,sigmoid,5,2,0.8297872340425532,0.16335227272727273,0.2578125
245,2.0,sigmoid,5,4,0.8085106382978723,0.16477272727272727,0.23650568181818182
246,2.0,sigmoid,5,6,0.7801418439716312,0.1903409090909091,0.25355113636363635
247,2.0,sigmoid,5,8,0.8297872340425532,0.1846590909090909,0.24644886363636365
248,2.0,sigmoid,7,2,0.8617021276595744,0.17329545454545456,0.2677556818181818
249,2.0,sigmoid,7,4,0.8262411347517731,0.1846590909090909,0.21803977272727273
250,2.0,sigmoid,7,6,0.8049645390070922,0.16619318181818182,0.28267045454545453
251,2.0,sigmoid,7,8,0.8191489361702128,0.17755681818181818,0.2663352272727273
252,2.0,sigmoid,9,2,0.8333333333333334,0.15411931818181818,0.27485795454545453
253,2.0,sigmoid,9,4,0.851063829787234,0.13920454545454544,0.29829545454545453
254,2.0,sigmoid,9,6,0.8404255319148937,0.1612215909090909,0.3018465909090909
255,2.0,sigmoid,9,8,0.8333333333333334,0.15838068181818182,0.2627840909090909
256,2.0,sigmoid,11,2,0.8900709219858156,0.14701704545454544,0.2897727272727273
257,2.0,sigmoid,11,4,0.8723404255319149,0.14275568181818182,0.2911931818181818
258,2.0,sigmoid,11,6,0.875886524822695,0.14488636363636365,0.3068181818181818
259,2.0,sigmoid,11,8,0.851063829787234,0.140625,0.3046875
260,2.0,sigmoid,13,2,0.8333333333333334,0.13139204545454544,0.36576704545454547
261,2.0,sigmoid,13,4,0.8687943262411347,0.13991477272727273,0.32954545454545453
262,2.0,sigmoid,13,6,0.8971631205673759,0.12073863636363637,0.3728693181818182
263,2.0,sigmoid,13,8,0.8262411347517731,0.1356534090909091,0.3288352272727273
264,2.0,poly,3,2,0.8014184397163121,0.13707386363636365,0.21235795454545456
265,2.0,poly,3,4,0.8085106382978723,0.1328125,0.20170454545454544
266,2.0,poly,3,6,0.8226950354609929,0.11221590909090909,0.24360795454545456
267,2.0,poly,3,8,0.8085106382978723,0.13707386363636365,0.1846590909090909
268,2.0,poly,5,2,0.8120567375886525,0.12428977272727272,0.21661931818181818
269,2.0,poly,5,4,0.8262411347517731,0.1299715909090909,0.1875
270,2.0,poly,5,6,0.8687943262411347,0.12215909090909091,0.17258522727272727
271,2.0,poly,5,8,0.8652482269503546,0.1299715909090909,0.18039772727272727
272,2.0,poly,7,2,0.8226950354609929,0.13423295454545456,0.17755681818181818
273,2.0,poly,7,4,0.8085106382978723,0.10440340909090909,0.21519886363636365
274,2.0,poly,7,6,0.8191489361702128,0.13636363636363635,0.17045454545454544
275,2.0,poly,7,8,0.7730496453900709,0.15411931818181818,0.16761363636363635
276,2.0,poly,9,2,0.8333333333333334,0.13920454545454544,0.19176136363636365
277,2.0,poly,9,4,0.8439716312056738,0.12002840909090909,0.20170454545454544
278,2.0,poly,9,6,0.8156028368794326,0.11505681818181818,0.20241477272727273
279,2.0,poly,9,8,0.851063829787234,0.12713068181818182,0.18181818181818182
280,2.0,poly,11,2,0.8865248226950354,0.09801136363636363,0.24928977272727273
281,2.0,poly,11,4,0.8936170212765957,0.10795454545454546,0.20241477272727273
282,2.0,poly,11,6,0.8368794326241135,0.1299715909090909,0.20667613636363635
283,2.0,poly,11,8,0.8829787234042553,0.12073863636363637,0.20454545454545456
284,2.0,poly,13,2,0.8617021276595744,0.11576704545454546,0.25355113636363635
285,2.0,poly,13,4,0.8546099290780141,0.09943181818181818,0.26420454545454547
286,2.0,poly,13,6,0.8439716312056738,0.1328125,0.22301136363636365
287,2.0,poly,13,8,0.8546099290780141,0.1278409090909091,0.25
288,5.0,linear,3,2,0.8191489361702128,0.16548295454545456,0.22301136363636365
289,5.0,linear,3,4,0.8014184397163121,0.15198863636363635,0.27201704545454547
290,5.0,linear,3,6,0.7872340425531915,0.14914772727272727,0.28480113636363635
291,5.0,linear,3,8,0.7730496453900709,0.15198863636363635,0.3068181818181818
292,5.0,linear,5,2,0.8191489361702128,0.15269886363636365,0.22514204545454544
293,5.0,linear,5,4,0.776595744680851,0.16335227272727273,0.2393465909090909
294,5.0,linear,5,6,0.776595744680851,0.13636363636363635,0.29829545454545453
295,5.0,linear,5,8,0.776595744680851,0.16761363636363635,0.26136363636363635
296,5.0,linear,7,2,0.8191489361702128,0.1455965909090909,0.2890625
297,5.0,linear,7,4,0.8085106382978723,0.12428977272727272,0.3203125
298,5.0,linear,7,6,0.8297872340425532,0.15269886363636365,0.26917613636363635
299,5.0,linear,7,8,0.7411347517730497,0.16051136363636365,0.28551136363636365
300,5.0,linear,9,2,0.7943262411347518,0.1484375,0.2975852272727273
301,5.0,linear,9,4,0.7872340425531915,0.13068181818181818,0.3338068181818182
302,5.0,linear,9,6,0.776595744680851,0.13991477272727273,0.3309659090909091
303,5.0,linear,9,8,0.7907801418439716,0.13991477272727273,0.32457386363636365
304,5.0,linear,11,2,0.8617021276595744,0.12713068181818182,0.3125
305,5.0,linear,11,4,0.8156028368794326,0.13707386363636365,0.3231534090909091
306,5.0,linear,11,6,0.8191489361702128,0.11931818181818182,0.3487215909090909
307,5.0,linear,11,8,0.7801418439716312,0.10795454545454546,0.359375
308,5.0,linear,13,2,0.8049645390070922,0.12428977272727272,0.37357954545454547
309,5.0,linear,13,4,0.7872340425531915,0.12357954545454546,0.3181818181818182
310,5.0,linear,13,6,0.7695035460992907,0.11505681818181818,0.3416193181818182
311,5.0,linear,13,8,0.7943262411347518,0.12713068181818182,0.3622159090909091
312,5.0,rbf,3,2,0.8368794326241135,0.09659090909090909,0.2755681818181818
313,5.0,rbf,3,4,0.8439716312056738,0.11505681818181818,0.23508522727272727
314,5.0,rbf,3,6,0.8191489361702128,0.09588068181818182,0.25426136363636365
315,5.0,rbf,3,8,0.8404255319148937,0.08096590909090909,0.2840909090909091
316,5.0,rbf,5,2,0.8262411347517731,0.12571022727272727,0.234375
317,5.0,rbf,5,4,0.8617021276595744,0.078125,0.2833806818181818
318,5.0,rbf,5,6,0.8368794326241135,0.11292613636363637,0.19389204545454544
319,5.0,rbf,5,8,0.8085106382978723,0.11434659090909091,0.23650568181818182
320,5.0,rbf,7,2,0.8262411347517731,0.11150568181818182,0.21022727272727273
321,5.0,rbf,7,4,0.8262411347517731,0.09872159090909091,0.2159090909090909
322,5.0,rbf,7,6,0.8439716312056738,0.10227272727272728,0.23863636363636365
323,5.0,rbf,7,8,0.8475177304964538,0.08096590909090909,0.234375
324,5.0,rbf,9,2,0.8581560283687943,0.09588068181818182,0.2627840909090909
325,5.0,rbf,9,4,0.8546099290780141,0.0859375,0.2705965909090909
326,5.0,rbf,9,6,0.8652482269503546,0.09232954545454546,0.2862215909090909
327,5.0,rbf,9,8,0.8404255319148937,0.11079545454545454,0.2215909090909091
328,5.0,rbf,11,2,0.8581560283687943,0.09161931818181818,0.2663352272727273
329,5.0,rbf,11,4,0.8581560283687943,0.07954545454545454,0.3359375
330,5.0,rbf,11,6,0.8439716312056738,0.07173295454545454,0.31676136363636365
331,5.0,rbf,11,8,0.851063829787234,0.09019886363636363,0.2713068181818182
332,5.0,rbf,13,2,0.8439716312056738,0.0703125,0.3494318181818182
333,5.0,rbf,13,4,0.8475177304964538,0.06392045454545454,0.30823863636363635
334,5.0,rbf,13,6,0.8652482269503546,0.07954545454545454,0.34517045454545453
335,5.0,rbf,13,8,0.8865248226950354,0.06960227272727272,0.32173295454545453
336,5.0,sigmoid,3,2,0.8120567375886525,0.2521306818181818,0.2883522727272727
337,5.0,sigmoid,3,4,0.7943262411347518,0.20454545454545456,0.2578125
338,5.0,sigmoid,3,6,0.8120567375886525,0.20667613636363635,0.22798295454545456
339,5.0,sigmoid,3,8,0.8191489361702128,0.2059659090909091,0.27769886363636365
340,5.0,sigmoid,5,2,0.8404255319148937,0.20880681818181818,0.27982954545454547
341,5.0,sigmoid,5,4,0.7872340425531915,0.21803977272727273,0.21306818181818182
342,5.0,sigmoid,5,6,0.8404255319148937,0.2002840909090909,0.23295454545454544
343,5.0,sigmoid,5,8,0.8333333333333334,0.20738636363636365,0.24573863636363635
344,5.0,sigmoid,7,2,0.8191489361702128,0.1924715909090909,0.265625
345,5.0,sigmoid,7,4,0.7872340425531915,0.17897727272727273,0.28480113636363635
346,5.0,sigmoid,7,6,0.8156028368794326,0.19389204545454544,0.27698863636363635
347,5.0,sigmoid,7,8,0.7553191489361702,0.20738636363636365,0.2571022727272727
348,5.0,sigmoid,9,2,0.8297872340425532,0.20099431818181818,0.2372159090909091
349,5.0,sigmoid,9,4,0.7943262411347518,0.17045454545454544,0.3352272727272727
350,5.0,sigmoid,9,6,0.8014184397163121,0.16974431818181818,0.2919034090909091
